CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
201532,0,50.0,SELFENQUIRY,1,13.0,SMALLBUSINESS,FEMALE,2,4.0,KING,3.0,MARRIED,6.0,1,4,1,1.0,VP,33740.0
201533,0,59.0,SELFENQUIRY,3,31.0,SALARIED,FEMALE,4,3.0,STANDARD,5.0,UNMARRIED,1.0,0,3,1,1.0,SENIORMANAGER,22637.0
201534,0,36.0,SELFENQUIRY,1,14.0,LARGEBUSINESS,FEMALE,2,3.0,STANDARD,3.0,MARRIED,2.0,0,4,1,0.0,SENIORMANAGER,25096.0
201535,0,55.0,SELFENQUIRY,1,14.0,SMALLBUSINESS,FEMALE,2,3.0,SUPERDELUXE,3.0,MARRIED,3.0,1,3,1,1.0,AVP,29756.0
201536,0,36.0,COMPANYINVITED,1,17.0,SALARIED,MALE,3,4.0,DELUXE,4.0,UNMARRIED,2.0,0,4,1,1.0,MANAGER,21499.0
201537,0,45.0,SELFENQUIRY,1,13.0,SALARIED,MALE,2,3.0,STANDARD,5.0,MARRIED,3.0,0,3,0,0.0,SENIORMANAGER,24724.0
201538,0,35.0,COMPANYINVITED,1,6.0,SMALLBUSINESS,MALE,3,3.0,BASIC,5.0,MARRIED,5.0,0,1,0,1.0,EXECUTIVE,17194.0
201540,0,59.0,COMPANYINVITED,3,6.0,SALARIED,FEMALE,2,4.0,DELUXE,3.0,SINGLE,1.0,0,5,1,0.0,MANAGER,20473.0
201541,0,29.0,SELFENQUIRY,1,8.0,SALARIED,MALE,3,3.0,BASIC,4.0,MARRIED,1.0,0,4,1,0.0,EXECUTIVE,17703.0
201542,0,31.0,SELFENQUIRY,1,6.0,SMALLBUSINESS,MALE,2,3.0,BASIC,4.0,SINGLE,2.0,0,3,1,0.0,EXECUTIVE,17501.0
201543,0,32.0,SELFENQUIRY,1,6.0,SALARIED,MALE,3,3.0,DELUXE,4.0,MARRIED,2.0,0,3,1,0.0,MANAGER,21220.0
201544,0,36.0,SELFENQUIRY,1,12.0,SALARIED,FEMALE,2,1.0,BASIC,3.0,MARRIED,4.0,0,1,0,0.0,EXECUTIVE,18038.0
201547,0,45.0,SELFENQUIRY,1,12.0,SALARIED,MALE,2,3.0,STANDARD,5.0,MARRIED,5.0,1,3,1,1.0,SENIORMANAGER,28245.0
201548,0,37.0,SELFENQUIRY,1,13.0,SMALLBUSINESS,MALE,1,3.0,STANDARD,3.0,SINGLE,5.0,0,1,0,0.0,SENIORMANAGER,28664.0
201550,0,30.0,SELFENQUIRY,1,6.0,SALARIED,MALE,2,4.0,DELUXE,3.0,MARRIED,2.0,1,1,1,1.0,MANAGER,20126.0
201551,0,35.0,SELFENQUIRY,1,6.0,SMALLBUSINESS,MALE,1,4.0,BASIC,3.0,SINGLE,2.0,0,4,1,0.0,EXECUTIVE,17859.0
201552,0,55.0,SELFENQUIRY,3,6.0,SALARIED,MALE,3,3.0,STANDARD,3.0,MARRIED,4.0,0,1,0,2.0,SENIORMANAGER,25239.0
201553,0,38.0,COMPANYINVITED,1,12.0,SMALLBUSINESS,FEMALE,3,5.0,DELUXE,3.0,MARRIED,1.0,1,1,0,2.0,MANAGER,20329.0
201555,0,56.0,SELFENQUIRY,1,13.0,SALARIED,MALE,2,5.0,STANDARD,3.0,UNMARRIED,5.0,0,1,0,0.0,SENIORMANAGER,22260.0
201556,0,23.0,SELFENQUIRY,3,8.0,LARGEBUSINESS,MALE,3,3.0,BASIC,5.0,MARRIED,4.0,0,3,1,2.0,EXECUTIVE,17322.0
201557,0,51.0,SELFENQUIRY,1,15.0,SALARIED,MALE,3,3.0,BASIC,3.0,MARRIED,4.0,0,3,1,0.0,EXECUTIVE,17075.0
201559,1,46.0,SELFENQUIRY,3,15.0,SMALLBUSINESS,MALE,3,4.0,STANDARD,3.0,UNMARRIED,2.0,0,5,1,2.0,SENIORMANAGER,24619.0
201560,0,40.0,COMPANYINVITED,1,6.0,SALARIED,MALE,3,4.0,SUPERDELUXE,4.0,MARRIED,2.0,0,1,1,1.0,AVP,28503.0
201561,0,51.0,SELFENQUIRY,3,27.0,SMALLBUSINESS,MALE,3,3.0,DELUXE,3.0,SINGLE,1.0,1,5,0,2.0,MANAGER,20441.0
201562,0,30.0,SELFENQUIRY,3,10.0,SMALLBUSINESS,FEMALE,3,4.0,DELUXE,4.0,MARRIED,2.0,1,3,1,0.0,MANAGER,20209.0
201563,0,46.0,COMPANYINVITED,1,6.0,SMALLBUSINESS,MALE,2,4.0,STANDARD,5.0,MARRIED,3.0,1,1,1,1.0,SENIORMANAGER,25673.0
201565,0,54.0,SELFENQUIRY,1,8.0,LARGEBUSINESS,FEMALE,2,3.0,STANDARD,3.0,MARRIED,1.0,0,4,0,0.0,SENIORMANAGER,28549.0
201568,0,58.0,SELFENQUIRY,3,16.0,SMALLBUSINESS,MALE,2,3.0,SUPERDELUXE,3.0,SINGLE,1.0,0,3,0,1.0,AVP,28872.0
201569,0,44.0,COMPANYINVITED,1,29.0,SMALLBUSINESS,MALE,3,3.0,DELUXE,4.0,MARRIED,5.0,0,3,0,1.0,MANAGER,17042.0
201570,1,37.0,SELFENQUIRY,2,12.0,SALARIED,MALE,3,3.0,BASIC,5.0,MARRIED,5.0,1,1,0,2.0,EXECUTIVE,17073.0
201571,0,32.0,SELFENQUIRY,1,6.0,SALARIED,MALE,3,3.0,BASIC,5.0,SINGLE,2.0,0,1,0,1.0,EXECUTIVE,17956.0
201572,1,20.0,COMPANYINVITED,1,12.0,SALARIED,FEMALE,3,4.0,BASIC,3.0,SINGLE,2.0,1,1,0,0.0,EXECUTIVE,17926.0
201574,0,37.0,COMPANYINVITED,1,8.0,SALARIED,MALE,3,4.0,DELUXE,3.0,MARRIED,6.0,0,1,1,2.0,MANAGER,20163.0
201575,0,59.0,COMPANYINVITED,2,8.0,SALARIED,FEMALE,2,4.0,KING,3.0,MARRIED,1.0,0,1,0,1.0,VP,33844.0
201576,0,50.0,COMPANYINVITED,1,6.0,SALARIED,FEMALE,3,3.0,KING,4.0,MARRIED,4.0,1,1,0,2.0,VP,33172.0
201577,1,25.0,SELFENQUIRY,3,11.0,SMALLBUSINESS,MALE,2,4.0,DELUXE,3.0,SINGLE,2.0,1,3,0,1.0,MANAGER,20744.0
201578,0,25.0,SELFENQUIRY,1,13.0,SMALLBUSINESS,MALE,3,4.0,BASIC,3.0,MARRIED,2.0,0,1,0,2.0,EXECUTIVE,17889.0
201579,0,22.0,SELFENQUIRY,1,21.0,SMALLBUSINESS,FEMALE,2,3.0,BASIC,3.0,SINGLE,2.0,0,1,1,1.0,EXECUTIVE,17871.0
201580,0,51.0,COMPANYINVITED,1,6.0,SMALLBUSINESS,FEMALE,1,4.0,STANDARD,5.0,UNMARRIED,4.0,0,1,1,0.0,SENIORMANAGER,22484.0
201581,1,34.0,COMPANYINVITED,1,13.0,SALARIED,MALE,3,5.0,DELUXE,3.0,SINGLE,2.0,1,5,1,0.0,MANAGER,21074.0
201582,0,54.0,COMPANYINVITED,2,32.0,SALARIED,FEMALE,1,1.0,SUPERDELUXE,3.0,SINGLE,3.0,1,3,1,0.0,AVP,32328.0
201583,0,24.0,SELFENQUIRY,1,24.0,SALARIED,MALE,2,3.0,BASIC,3.0,MARRIED,1.0,0,4,0,0.0,EXECUTIVE,17774.0
201585,0,37.0,SELFENQUIRY,3,9.0,SALARIED,MALE,2,3.0,STANDARD,3.0,UNMARRIED,3.0,0,3,0,1.0,SENIORMANAGER,22428.0
201586,0,34.0,SELFENQUIRY,1,11.0,SMALLBUSINESS,FEMALE,2,4.0,STANDARD,5.0,UNMARRIED,3.0,0,1,1,1.0,SENIORMANAGER,26631.0
201587,0,36.0,COMPANYINVITED,3,17.0,LARGEBUSINESS,FEMALE,3,3.0,STANDARD,3.0,MARRIED,1.0,0,5,0,2.0,SENIORMANAGER,24738.0
201588,0,36.0,SELFENQUIRY,1,9.0,SALARIED,FEMALE,2,3.0,BASIC,3.0,MARRIED,6.0,0,1,0,1.0,EXECUTIVE,17835.0
201589,0,43.0,COMPANYINVITED,3,32.0,SALARIED,MALE,3,3.0,SUPERDELUXE,3.0,MARRIED,2.0,1,1,1,0.0,AVP,31959.0
201590,0,30.0,COMPANYINVITED,1,29.0,SALARIED,MALE,3,5.0,BASIC,3.0,MARRIED,2.0,0,3,0,0.0,EXECUTIVE,17613.0
201591,0,33.0,COMPANYINVITED,3,28.0,SMALLBUSINESS,MALE,3,3.0,DELUXE,4.0,MARRIED,1.0,0,1,0,0.0,MANAGER,21146.0
201593,0,51.0,SELFENQUIRY,1,12.0,SALARIED,MALE,2,3.0,KING,3.0,SINGLE,1.0,0,5,1,1.0,VP,34537.0
201594,1,31.0,SELFENQUIRY,3,12.0,SALARIED,MALE,3,5.0,DELUXE,3.0,MARRIED,5.0,1,3,0,2.0,MANAGER,21172.0
201595,0,26.0,SELFENQUIRY,1,12.0,SALARIED,FEMALE,2,4.0,BASIC,4.0,MARRIED,2.0,0,3,1,1.0,EXECUTIVE,17368.0
201596,1,58.0,SELFENQUIRY,1,29.0,SMALLBUSINESS,FEMALE,3,3.0,STANDARD,3.0,MARRIED,2.0,0,3,1,0.0,SENIORMANAGER,25312.0
201597,1,19.0,SELFENQUIRY,3,28.0,SMALLBUSINESS,MALE,2,3.0,BASIC,3.0,SINGLE,2.0,1,1,1,0.0,EXECUTIVE,16675.0
201598,0,22.0,SELFENQUIRY,1,8.0,LARGEBUSINESS,MALE,3,3.0,BASIC,3.0,MARRIED,1.0,0,5,1,0.0,EXECUTIVE,17523.0
201599,0,49.0,SELFENQUIRY,1,26.0,SMALLBUSINESS,FEMALE,3,3.0,DELUXE,5.0,MARRIED,2.0,0,1,1,0.0,MANAGER,21567.0
201601,0,50.0,COMPANYINVITED,3,18.0,SMALLBUSINESS,FEMALE,3,3.0,STANDARD,3.0,UNMARRIED,5.0,0,5,1,2.0,SENIORMANAGER,24208.0
201603,0,41.0,SELFENQUIRY,3,15.0,SALARIED,MALE,3,3.0,STANDARD,3.0,MARRIED,4.0,1,1,0,1.0,SENIORMANAGER,23189.0
201604,0,26.0,SELFENQUIRY,2,31.0,SALARIED,FEMALE,3,3.0,BASIC,3.0,MARRIED,2.0,0,4,1,1.0,EXECUTIVE,17942.0
201606,1,51.0,COMPANYINVITED,1,14.0,SALARIED,MALE,2,5.0,STANDARD,3.0,UNMARRIED,3.0,0,1,1,0.0,SENIORMANAGER,25650.0
201607,0,39.0,SELFENQUIRY,3,10.0,SALARIED,FEMALE,2,4.0,DELUXE,3.0,MARRIED,5.0,0,5,1,1.0,MANAGER,20902.0
201608,0,25.0,SELFENQUIRY,3,34.0,SALARIED,MALE,2,4.0,DELUXE,3.0,MARRIED,3.0,0,4,1,1.0,MANAGER,23639.0
201609,0,30.0,SELFENQUIRY,2,15.0,SALARIED,MALE,2,3.0,DELUXE,3.0,MARRIED,1.0,1,3,1,1.0,MANAGER,21347.0
201613,0,30.0,SELFENQUIRY,1,24.0,SALARIED,FEMALE,3,3.0,BASIC,3.0,SINGLE,2.0,0,1,1,2.0,EXECUTIVE,17632.0
201615,0,30.0,SELFENQUIRY,1,11.0,LARGEBUSINESS,FEMALE,2,3.0,BASIC,5.0,MARRIED,6.0,0,5,0,1.0,EXECUTIVE,18204.0
201616,0,30.0,SELFENQUIRY,1,8.0,SMALLBUSINESS,MALE,2,4.0,BASIC,3.0,SINGLE,1.0,0,4,0,0.0,EXECUTIVE,17720.0
201617,0,41.0,COMPANYINVITED,1,16.0,SALARIED,MALE,3,4.0,SUPERDELUXE,5.0,MARRIED,5.0,0,1,1,0.0,AVP,32181.0
201618,0,41.0,SELFENQUIRY,1,15.0,SALARIED,MALE,3,3.0,BASIC,5.0,MARRIED,3.0,0,1,0,0.0,EXECUTIVE,17238.0
201619,0,19.0,SELFENQUIRY,1,9.0,SMALLBUSINESS,FEMALE,3,3.0,BASIC,4.0,SINGLE,2.0,0,3,1,0.0,EXECUTIVE,16483.0
201620,0,40.0,COMPANYINVITED,1,32.0,SMALLBUSINESS,FEMALE,2,3.0,DELUXE,4.0,MARRIED,2.0,0,1,0,1.0,MANAGER,20605.0
201621,0,35.0,SELFENQUIRY,3,6.0,SMALLBUSINESS,MALE,3,3.0,STANDARD,4.0,MARRIED,2.0,0,4,0,0.0,SENIORMANAGER,22295.0
201622,0,53.0,SELFENQUIRY,3,12.0,SMALLBUSINESS,MALE,2,3.0,DELUXE,3.0,MARRIED,3.0,1,5,0,1.0,MANAGER,17306.0
201623,0,45.0,SELFENQUIRY,1,15.0,SALARIED,MALE,2,3.0,DELUXE,4.0,MARRIED,1.0,0,4,1,0.0,MANAGER,17348.0
201624,0,32.0,COMPANYINVITED,3,14.0,SMALLBUSINESS,FEMALE,2,3.0,STANDARD,3.0,UNMARRIED,2.0,0,4,1,1.0,SENIORMANAGER,23998.0
201626,0,51.0,SELFENQUIRY,1,13.0,SMALLBUSINESS,MALE,2,4.0,DELUXE,3.0,MARRIED,3.0,0,3,1,1.0,MANAGER,21132.0
201627,0,58.0,SELFENQUIRY,1,15.0,SMALLBUSINESS,FEMALE,3,4.0,BASIC,4.0,MARRIED,5.0,1,1,1,1.0,EXECUTIVE,18346.0
201628,0,40.0,SELFENQUIRY,3,10.0,SMALLBUSINESS,MALE,3,4.0,STANDARD,3.0,MARRIED,1.0,0,1,1,1.0,SENIORMANAGER,25855.0
201629,0,34.0,COMPANYINVITED,3,8.0,SMALLBUSINESS,FEMALE,3,3.0,BASIC,3.0,MARRIED,7.0,0,5,0,0.0,EXECUTIVE,17231.0
201630,0,22.0,SELFENQUIRY,1,25.0,SMALLBUSINESS,MALE,3,3.0,BASIC,3.0,MARRIED,2.0,0,1,1,0.0,EXECUTIVE,17323.0
201631,0,27.0,COMPANYINVITED,1,15.0,SMALLBUSINESS,MALE,2,3.0,BASIC,4.0,MARRIED,7.0,0,3,1,1.0,EXECUTIVE,17024.0
201632,0,28.0,SELFENQUIRY,1,27.0,SMALLBUSINESS,MALE,2,3.0,BASIC,3.0,MARRIED,2.0,0,1,0,0.0,EXECUTIVE,17713.0
201633,0,57.0,SELFENQUIRY,1,30.0,SALARIED,MALE,2,1.0,STANDARD,3.0,MARRIED,4.0,1,4,1,0.0,SENIORMANAGER,24439.0
201634,0,27.0,COMPANYINVITED,1,9.0,SMALLBUSINESS,MALE,3,4.0,BASIC,3.0,MARRIED,2.0,1,1,0,2.0,EXECUTIVE,17566.0
201636,0,41.0,SELFENQUIRY,1,20.0,SALARIED,MALE,2,3.0,BASIC,3.0,MARRIED,5.0,0,4,1,1.0,EXECUTIVE,17451.0
201637,0,30.0,SELFENQUIRY,3,11.0,SALARIED,FEMALE,2,3.0,STANDARD,3.0,MARRIED,3.0,0,4,1,1.0,SENIORMANAGER,24419.0
201638,0,38.0,SELFENQUIRY,3,6.0,SALARIED,FEMALE,2,4.0,DELUXE,3.0,UNMARRIED,5.0,0,1,0,1.0,MANAGER,23686.0
201639,0,32.0,SELFENQUIRY,1,12.0,SALARIED,MALE,2,3.0,BASIC,3.0,SINGLE,4.0,0,1,0,1.0,EXECUTIVE,18038.0
201640,0,27.0,SELFENQUIRY,1,23.0,LARGEBUSINESS,MALE,2,3.0,BASIC,4.0,MARRIED,1.0,1,4,0,0.0,EXECUTIVE,18058.0
201641,1,19.0,COMPANYINVITED,3,6.0,LARGEBUSINESS,FEMALE,3,5.0,BASIC,5.0,SINGLE,1.0,0,3,1,0.0,EXECUTIVE,17325.0
201642,0,36.0,COMPANYINVITED,1,9.0,SMALLBUSINESS,MALE,1,3.0,BASIC,4.0,SINGLE,5.0,0,4,1,0.0,EXECUTIVE,17088.0
201643,0,30.0,COMPANYINVITED,1,15.0,SMALLBUSINESS,MALE,3,3.0,DELUXE,5.0,MARRIED,2.0,0,1,1,1.0,MANAGER,18072.0
201646,0,33.0,SELFENQUIRY,1,8.0,SALARIED,MALE,2,3.0,BASIC,3.0,SINGLE,1.0,0,3,1,0.0,EXECUTIVE,17500.0
201647,1,19.0,SELFENQUIRY,1,8.0,SALARIED,MALE,2,4.0,BASIC,3.0,SINGLE,2.0,0,5,1,0.0,EXECUTIVE,16102.0
201648,0,46.0,SELFENQUIRY,3,6.0,SMALLBUSINESS,FEMALE,3,3.0,STANDARD,5.0,MARRIED,2.0,0,1,1,2.0,SENIORMANAGER,25453.0
201649,0,38.0,SELFENQUIRY,1,15.0,SALARIED,FEMALE,3,3.0,BASIC,3.0,SINGLE,2.0,0,1,1,2.0,EXECUTIVE,17288.0
201651,0,34.0,SELFENQUIRY,1,33.0,SMALLBUSINESS,FEMALE,3,3.0,BASIC,4.0,SINGLE,3.0,0,3,0,0.0,EXECUTIVE,17311.0
201652,1,41.0,SELFENQUIRY,3,26.0,SMALLBUSINESS,FEMALE,3,3.0,BASIC,4.0,SINGLE,2.0,1,4,0,1.0,EXECUTIVE,18140.0
201655,0,33.0,SELFENQUIRY,1,20.0,SMALLBUSINESS,FEMALE,3,3.0,BASIC,4.0,MARRIED,2.0,0,5,1,1.0,EXECUTIVE,17756.0
201656,0,40.0,SELFENQUIRY,1,10.0,SMALLBUSINESS,FEMALE,2,3.0,KING,3.0,MARRIED,2.0,0,5,1,1.0,VP,34033.0
201657,0,55.0,SELFENQUIRY,1,20.0,SMALLBUSINESS,MALE,3,1.0,KING,4.0,SINGLE,1.0,0,1,1,1.0,VP,33722.0
201658,0,34.0,COMPANYINVITED,1,8.0,SALARIED,MALE,2,4.0,DELUXE,3.0,MARRIED,2.0,0,4,0,1.0,MANAGER,24547.0
201659,0,51.0,SELFENQUIRY,1,9.0,SMALLBUSINESS,FEMALE,3,3.0,SUPERDELUXE,4.0,SINGLE,4.0,0,5,1,1.0,AVP,28734.0
201661,0,27.0,SELFENQUIRY,1,15.0,SMALLBUSINESS,FEMALE,4,3.0,BASIC,4.0,SINGLE,2.0,0,3,0,1.0,EXECUTIVE,17279.0
201662,1,35.0,SELFENQUIRY,1,29.0,SALARIED,MALE,2,4.0,DELUXE,3.0,MARRIED,4.0,1,4,1,0.0,MANAGER,20916.0
201663,0,43.0,COMPANYINVITED,1,13.0,SMALLBUSINESS,MALE,2,1.0,BASIC,3.0,MARRIED,5.0,0,4,1,0.0,EXECUTIVE,17089.0
201664,0,45.0,COMPANYINVITED,1,8.0,SMALLBUSINESS,MALE,3,4.0,SUPERDELUXE,3.0,MARRIED,1.0,0,4,1,2.0,AVP,31792.0
201667,0,42.0,COMPANYINVITED,1,27.0,SMALLBUSINESS,FEMALE,2,3.0,DELUXE,3.0,MARRIED,3.0,0,1,0,0.0,MANAGER,20265.0
201668,0,38.0,SELFENQUIRY,1,8.0,SALARIED,MALE,2,3.0,DELUXE,3.0,MARRIED,1.0,0,1,1,1.0,MANAGER,21553.0
201669,0,38.0,SELFENQUIRY,1,35.0,LARGEBUSINESS,MALE,2,3.0,DELUXE,3.0,MARRIED,4.0,0,1,0,0.0,MANAGER,21261.0
201671,0,49.0,COMPANYINVITED,1,24.0,SALARIED,MALE,3,3.0,DELUXE,3.0,MARRIED,2.0,1,1,0,0.0,MANAGER,21804.0
201673,0,40.0,SELFENQUIRY,1,25.0,SMALLBUSINESS,MALE,1,3.0,DELUXE,3.0,MARRIED,1.0,1,1,1,0.0,MANAGER,17741.0
201674,1,38.0,SELFENQUIRY,1,35.0,SMALLBUSINESS,MALE,3,3.0,DELUXE,5.0,MARRIED,1.0,1,3,1,2.0,MANAGER,21673.0
201675,1,29.0,SELFENQUIRY,3,33.0,SMALLBUSINESS,FEMALE,2,3.0,STANDARD,3.0,MARRIED,2.0,0,3,0,0.0,SENIORMANAGER,22639.0
201676,0,22.0,SELFENQUIRY,1,11.0,SALARIED,MALE,2,1.0,BASIC,4.0,MARRIED,2.0,1,4,1,0.0,EXECUTIVE,17328.0
201677,0,36.0,COMPANYINVITED,1,24.0,SMALLBUSINESS,FEMALE,3,3.0,BASIC,3.0,SINGLE,2.0,0,3,0,1.0,EXECUTIVE,17153.0
201679,0,46.0,SELFENQUIRY,1,6.0,SMALLBUSINESS,MALE,3,3.0,STANDARD,5.0,MARRIED,1.0,0,1,0,2.0,SENIORMANAGER,24396.0
201680,1,32.0,SELFENQUIRY,3,10.0,SMALLBUSINESS,MALE,2,5.0,STANDARD,3.0,MARRIED,2.0,0,1,1,0.0,SENIORMANAGER,25400.0
201681,0,30.0,COMPANYINVITED,1,6.0,SALARIED,MALE,2,4.0,STANDARD,3.0,UNMARRIED,2.0,0,5,1,1.0,SENIORMANAGER,23474.0
201682,0,27.0,COMPANYINVITED,3,26.0,SALARIED,FEMALE,2,3.0,DELUXE,3.0,UNMARRIED,2.0,0,1,1,1.0,MANAGER,24981.0
201683,0,51.0,SELFENQUIRY,1,14.0,SALARIED,MALE,2,4.0,STANDARD,4.0,MARRIED,6.0,0,3,1,1.0,SENIORMANAGER,27490.0
201684,1,30.0,SELFENQUIRY,1,9.0,LARGEBUSINESS,FEMALE,2,3.0,BASIC,5.0,SINGLE,6.0,1,4,0,0.0,EXECUTIVE,17657.0
201685,0,41.0,SELFENQUIRY,3,12.0,SALARIED,FEMALE,3,3.0,STANDARD,3.0,SINGLE,4.0,1,1,0,0.0,SENIORMANAGER,28591.0
201686,1,30.0,COMPANYINVITED,3,32.0,SMALLBUSINESS,FEMALE,2,4.0,DELUXE,5.0,UNMARRIED,6.0,0,1,1,1.0,MANAGER,21696.0
201687,1,29.0,SELFENQUIRY,1,6.0,LARGEBUSINESS,MALE,2,3.0,BASIC,3.0,SINGLE,1.0,0,1,0,0.0,EXECUTIVE,17058.0
201688,0,45.0,COMPANYINVITED,3,12.0,SMALLBUSINESS,FEMALE,2,4.0,STANDARD,3.0,UNMARRIED,7.0,0,4,1,0.0,SENIORMANAGER,23865.0
201689,0,54.0,SELFENQUIRY,3,9.0,SMALLBUSINESS,FEMALE,2,3.0,DELUXE,5.0,MARRIED,3.0,0,4,1,0.0,MANAGER,20940.0
201690,0,36.0,SELFENQUIRY,1,11.0,SALARIED,MALE,3,3.0,DELUXE,4.0,SINGLE,1.0,0,1,1,1.0,MANAGER,20914.0
201691,0,33.0,SELFENQUIRY,1,10.0,SMALLBUSINESS,FEMALE,2,4.0,BASIC,4.0,MARRIED,7.0,0,4,0,1.0,EXECUTIVE,17622.0
201692,0,37.0,COMPANYINVITED,1,17.0,SALARIED,MALE,2,3.0,STANDARD,3.0,MARRIED,2.0,1,3,1,1.0,SENIORMANAGER,27185.0
201693,0,38.0,SELFENQUIRY,3,9.0,SALARIED,MALE,3,3.0,STANDARD,3.0,MARRIED,1.0,0,1,1,1.0,SENIORMANAGER,25609.0
201695,0,59.0,SELFENQUIRY,1,9.0,SALARIED,MALE,3,4.0,BASIC,3.0,MARRIED,4.0,0,3,0,0.0,EXECUTIVE,17177.0
201696,0,37.0,COMPANYINVITED,3,10.0,SMALLBUSINESS,MALE,2,3.0,BASIC,3.0,MARRIED,5.0,0,4,1,0.0,EXECUTIVE,17793.0
201697,0,29.0,COMPANYINVITED,3,6.0,SMALLBUSINESS,FEMALE,2,3.0,STANDARD,3.0,MARRIED,2.0,0,3,1,1.0,SENIORMANAGER,22918.0
201698,0,35.0,COMPANYINVITED,3,6.0,SMALLBUSINESS,FEMALE,3,3.0,STANDARD,3.0,UNMARRIED,2.0,0,5,1,0.0,SENIORMANAGER,23789.0
201699,1,29.0,SELFENQUIRY,1,24.0,SMALLBUSINESS,MALE,2,4.0,BASIC,3.0,SINGLE,2.0,1,3,0,0.0,EXECUTIVE,17389.0
201700,0,52.0,SELFENQUIRY,1,8.0,SALARIED,FEMALE,2,4.0,BASIC,3.0,SINGLE,1.0,0,3,1,0.0,EXECUTIVE,18212.0
201701,0,42.0,SELFENQUIRY,1,10.0,LARGEBUSINESS,MALE,2,3.0,KING,3.0,MARRIED,2.0,0,1,0,0.0,VP,34232.0
201702,0,59.0,SELFENQUIRY,2,12.0,SMALLBUSINESS,MALE,2,3.0,BASIC,3.0,MARRIED,1.0,0,4,0,0.0,EXECUTIVE,17267.0
201703,0,50.0,SELFENQUIRY,3,6.0,SMALLBUSINESS,FEMALE,3,3.0,KING,3.0,MARRIED,4.0,0,1,1,0.0,VP,34517.0
201704,1,33.0,SELFENQUIRY,1,20.0,SMALLBUSINESS,MALE,2,3.0,BASIC,3.0,MARRIED,6.0,1,1,1,1.0,EXECUTIVE,17436.0
201705,0,43.0,SELFENQUIRY,3,22.0,SMALLBUSINESS,FEMALE,3,3.0,SUPERDELUXE,3.0,MARRIED,6.0,1,3,0,0.0,AVP,31064.0
201706,1,33.0,SELFENQUIRY,1,8.0,SALARIED,FEMALE,2,3.0,BASIC,5.0,MARRIED,1.0,0,3,1,1.0,EXECUTIVE,17707.0
201707,0,52.0,COMPANYINVITED,3,8.0,SALARIED,MALE,3,4.0,KING,3.0,SINGLE,2.0,1,1,1,0.0,VP,34068.0
201710,0,39.0,SELFENQUIRY,1,6.0,SMALLBUSINESS,FEMALE,3,3.0,BASIC,3.0,MARRIED,1.0,0,3,1,0.0,EXECUTIVE,17232.0
201712,0,41.0,SELFENQUIRY,1,25.0,SALARIED,MALE,2,3.0,DELUXE,5.0,MARRIED,3.0,0,1,0,0.0,MANAGER,18072.0
201713,0,40.0,SELFENQUIRY,1,30.0,LARGEBUSINESS,MALE,3,3.0,DELUXE,3.0,MARRIED,2.0,0,3,1,1.0,MANAGER,18319.0
201714,0,45.0,SELFENQUIRY,1,6.0,SALARIED,MALE,3,1.0,KING,3.0,MARRIED,1.0,0,4,1,1.0,VP,34202.0
201715,0,31.0,COMPANYINVITED,1,9.0,SMALLBUSINESS,MALE,3,3.0,STANDARD,3.0,MARRIED,1.0,0,4,1,0.0,SENIORMANAGER,28675.0
201716,0,33.0,SELFENQUIRY,1,11.0,SALARIED,FEMALE,3,4.0,BASIC,3.0,MARRIED,2.0,0,1,0,0.0,EXECUTIVE,17911.0
201717,0,34.0,SELFENQUIRY,1,8.0,SALARIED,MALE,2,4.0,DELUXE,5.0,MARRIED,7.0,0,4,0,1.0,MANAGER,20957.0
201719,0,45.0,COMPANYINVITED,1,13.0,SALARIED,MALE,3,1.0,DELUXE,3.0,MARRIED,5.0,0,1,1,0.0,MANAGER,21434.0
201720,1,37.0,COMPANYINVITED,1,16.0,SMALLBUSINESS,MALE,3,3.0,STANDARD,3.0,MARRIED,7.0,0,3,0,2.0,SENIORMANAGER,25048.0
201721,0,39.0,COMPANYINVITED,1,8.0,LARGEBUSINESS,FEMALE,3,3.0,STANDARD,3.0,UNMARRIED,1.0,0,1,1,2.0,SENIORMANAGER,25938.0
201722,0,29.0,SELFENQUIRY,1,21.0,SALARIED,MALE,2,3.0,BASIC,3.0,SINGLE,2.0,0,3,1,1.0,EXECUTIVE,17340.0
201723,0,42.0,SELFENQUIRY,1,23.0,SALARIED,FEMALE,2,1.0,DELUXE,5.0,UNMARRIED,4.0,1,1,1,1.0,MANAGER,21545.0
201724,0,29.0,SELFENQUIRY,3,26.0,SMALLBUSINESS,MALE,2,3.0,DELUXE,3.0,MARRIED,3.0,0,1,1,0.0,MANAGER,21931.0
201726,0,42.0,SELFENQUIRY,1,8.0,SMALLBUSINESS,FEMALE,2,4.0,BASIC,5.0,MARRIED,1.0,1,4,1,1.0,EXECUTIVE,17593.0
201727,0,40.0,SELFENQUIRY,1,8.0,SMALLBUSINESS,MALE,2,3.0,KING,3.0,MARRIED,1.0,0,5,1,0.0,VP,34436.0
